stop_id,stop_code,stop_name,tts_stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,level_id,platform_code,stop_access
4074,4074,Mahesh Guard Line/Police Line Pump,Mahesh Guard Line/Police Line Pump,,22.73266,75.84669,,,0,,Asia/Kolkata,0,,,
4075,4075,Malganj,Malganj,,22.71535,75.84527,,,0,,Asia/Kolkata,0,,,
4076,4076,Malviya Nagar,Malviya Nagar,,22.74121,75.90245,,,0,,Asia/Kolkata,0,,,
4078,4078,Malwa Mill,Malwa Mill,,22.7342,75.875,,,0,,Asia/Kolkata,0,,,
4081,4081,Manavata ByPass,Manavata ByPass,,22.72771,75.93204,,,0,,Asia/Kolkata,0,,,
4082,4082,Manavata Nagar,Manavata Nagar,,22.72688,75.92779,,,0,,Asia/Kolkata,0,,,
4083,4083,Marimata Chouraha,Marimata Chouraha,,22.73386,75.84969,,,0,,Asia/Kolkata,0,,,
4084,4084,Mayur Hospital,Mayur Hospital,,22.72465,75.90547,,,0,,Asia/Kolkata,0,,,
4085,4085,Meghdoot,Meghdoot,,22.75277,75.88781,,,0,,Asia/Kolkata,0,,,
4086,4086,Mhow Naka,Mhow Naka,,22.70497,75.84298,,,0,,Asia/Kolkata,0,,,
4088,4088,MIG Thana,MIG Thana,,22.73718,75.88483,,,0,,Asia/Kolkata,0,,,
4089,4089,Musakhedi,Musakhedi,,22.69285,75.89966,,,0,,Asia/Kolkata,0,,,
4092,4092,Nagar Nigam Depot_1,Nagar Nigam Depot_1,,22.72374,75.85922,,,0,,Asia/Kolkata,0,,,
4093,4093,Naka Bhatta,Naka Bhatta,,22.74134,75.86815,,,0,,Asia/Kolkata,0,,,
4094,4094,Nanda Nagar,Nanda Nagar,,22.74213,75.87692,,,0,,Asia/Kolkata,0,,,
4095,4095,Nandbagh,Nandbagh,,22.74997,75.83457,,,0,,Asia/Kolkata,0,,,
4096,4096,Navlakha Bus Stop City Bus,Navlakha Bus Stop City Bus,,22.7014,75.87736,,,0,,Asia/Kolkata,0,,,
4098,4098,Navlakha Chouraha,Navlakha Chouraha,,22.69931,75.87791,,,0,,Asia/Kolkata,0,,,
4101,4101,Naya Basera,Naya Basera,,22.74143,75.78182,,,0,,Asia/Kolkata,0,,,
4103,4103,Nipaniya Gram,Nipaniya Gram,,22.76102,75.9293,,,0,,Asia/Kolkata,0,,,
4105,4105,Noorani Nagar,Noorani Nagar,,22.70389,75.81209,,,0,,Asia/Kolkata,0,,,
4106,4106,Narsingh Bazar,Narsingh Bazar,,22.71563,75.85033,,,0,,Asia/Kolkata,0,,,
4107,4107,Palasiya 56 Shop,Palasiya 56 Shop,,22.72362,75.88533,,,0,,Asia/Kolkata,0,,,
4108,4108,Palasiya Thana,Palasiya Thana,,22.72546,75.88816,,,0,,Asia/Kolkata,0,,,
4109,4109,Palda Naka,Palda Naka,,22.68565,75.88889,,,0,,Asia/Kolkata,0,,,
4110,4110,Panchsheel,Panchsheel,,22.72894,75.815,,,0,,Asia/Kolkata,0,,,
4111,4111,Panchwati,Panchwati,,22.79151,75.90773,,,0,,Asia/Kolkata,0,,,
4112,4112,Pardesipura,Pardesipura,,22.74503,75.87168,,,0,,Asia/Kolkata,0,,,
4113,4113,Patel Pratima,Patel Pratima,,22.71453,75.87182,,,0,,Asia/Kolkata,0,,,
4114,4114,Patnipura,Patnipura,,22.73983,75.88091,,,0,,Asia/Kolkata,0,,,
4118,4118,Patrakar Chouraha,Patrakar Chouraha,,22.72221,75.89483,,,0,,Asia/Kolkata,0,,,
4119,4119,Pipli Bazar,Pipli Bazar,,22.71615,75.85373,,,0,,Asia/Kolkata,0,,,
4121,4121,Pipliya Hana Square,Pipliya Hana Square,,22.70605,75.90583,,,0,,Asia/Kolkata,0,,,
4123,4123,Polo Ground,Polo Ground,,22.73456,75.85739,,,0,,Asia/Kolkata,0,,,
4124,4124,Power House_2,Power House_2,,22.70012,75.88906,,,0,,Asia/Kolkata,0,,,
4125,4125,Power House_1,Power House_1,,22.66012,75.88457,,,0,,Asia/Kolkata,0,,,
4126,4126,Prabhu Nagar,Prabhu Nagar,,22.67934,75.83449,,,0,,Asia/Kolkata,0,,,
4127,4127,Prakash Nagar_2,Prakash Nagar_2,,22.69595,75.87971,,,0,,Asia/Kolkata,0,,,
4128,4128,Prakash Nagar_1,Prakash Nagar_1,,22.69485,75.88044,,,0,,Asia/Kolkata,0,,,
4132,4132,Pushpkunj,Pushpkunj,,22.65269,75.88601,,,0,,Asia/Kolkata,0,,,
4135,4135,Telephone Nagar,Telephone Nagar,,22.72061,75.90222,,,0,,Asia/Kolkata,0,,,
4136,4136,Lokmanya Nagar,Lokmanya Nagar,,22.69601,75.84431,,,0,,Asia/Kolkata,0,,,
4137,4137,Ranipura/ Kothari Market_1,Ranipura/ Kothari Market_1,,22.71989,75.86331,,,0,,Asia/Kolkata,0,,,
4138,4138,Chanakyapuri Square_1,Chanakyapuri Square_1,,22.6839,75.8362,,,0,,Asia/Kolkata,0,,,
4139,4139,Bangali Ringroad,Bangali Ringroad,,22.71914,75.9063,,,0,,Asia/Kolkata,0,,,
4141,4141,Bangali Ringroad,Bangali Ringroad,,22.71879,75.90613,,,0,,Asia/Kolkata,0,,,
4142,4142,Badwali Chouki,Badwali Chouki,,22.7225,75.84988,,,0,,Asia/Kolkata,0,,,
4143,4143,Ashram Chauraha/IT Park,Ashram Chauraha/IT Park,,22.68538,75.87344,,,0,,Asia/Kolkata,0,,,
4144,4144,Chhoti Gwaltoli,Chhoti Gwaltoli,,22.71586,75.87085,,,0,,Asia/Kolkata,0,,,
4145,4145,Regal (Shastri Bridge),Regal (Shastri Bridge),,22.71982,75.86903,,,0,,Asia/Kolkata,0,,,
4146,4146,GSITS Chauraha (Marimata Mandir),GSITS Chauraha (Marimata Mandir),,22.72535,75.86913,,,0,,Asia/Kolkata,0,,,
4150,4150,Vijay Nagar City Bus,Vijay Nagar City Bus,,22.75103,75.89499,,,0,,Asia/Kolkata,0,,,
4151,4151,Radisson Hotel,Radisson Hotel,,22.74975,75.90318,,,0,,Asia/Kolkata,0,,,
4153,4153,Pardeshipura Thana,Pardeshipura Thana,,22.73916,75.86748,,,0,,Asia/Kolkata,0,,,
4156,4156,Radhaswami,Radhaswami,,22.67508,75.87926,,,0,,Asia/Kolkata,0,,,
4158,4158,M.Y. Std / MY Chauraha/White Church/Dental Clg,M.Y. Std / MY Chauraha/White Church/Dental Clg,,22.71262,75.8795,,,0,,Asia/Kolkata,0,,,
4160,4160,Sawariya Temple,Sawariya Temple,,22.69178,75.90882,,,0,,Asia/Kolkata,0,,,
4173,4173,Chitawad_2,Chitawad_2,,22.69211,75.88225,,,0,,Asia/Kolkata,0,,,
4174,4174,Ranipura/ Kothari Market_2,Ranipura/ Kothari Market_2,,22.71876,75.86355,,,0,,Asia/Kolkata,0,,,
4175,4175,Bangali Ringroad - 1,Bangali Ringroad - 1,,22.72006,75.90539,,,0,,Asia/Kolkata,0,,,
4176,4176,Indo German,Indo German,,22.78,75.84786,,,0,,Asia/Kolkata,0,,,
4177,4177,Deepmala Dhaba,Deepmala Dhaba,,22.77653,75.84794,,,0,,Asia/Kolkata,0,,,
4178,4178,Narval,Narval,,22.77264,75.84778,,,0,,Asia/Kolkata,0,,,
4179,4179,Mouni Baba Ashram,Mouni Baba Ashram,,22.76904,75.84766,,,0,,Asia/Kolkata,0,,,
4180,4180,Modern Square,Modern Square,,22.76436,75.84756,,,0,,Asia/Kolkata,0,,,
4181,4181,Ganesh Dham,Ganesh Dham,,22.76073,75.84784,,,0,,Asia/Kolkata,0,,,
4182,4182,Sukhliya (Ujjain Road),Sukhliya (Ujjain Road),,22.75823,75.84816,,,0,,Asia/Kolkata,0,,,
4183,4183,Kharcha,Kharcha,,22.75121,75.84934,,,0,,Asia/Kolkata,0,,,
4184,4184,Kushwah Nagar Naka / Ujain Naka,Kushwah Nagar Naka / Ujain Naka,,22.74709,75.84999,,,0,,Asia/Kolkata,0,,,
4185,4185,Banganga,Banganga,,22.74445,75.85122,,,0,,Asia/Kolkata,0,,,
4186,4186,Vrindavan Colony,Vrindavan Colony,,22.7401,75.84995,,,0,,Asia/Kolkata,0,,,
4187,4187,Kumhar Khadi,Kumhar Khadi,,22.73814,75.84966,,,0,,Asia/Kolkata,0,,,
4188,4188,Haji House,Haji House,,22.73075,75.85078,,,0,,Asia/Kolkata,0,,,
4189,4189,Sadar Bazar Pani Ki Tanki,Sadar Bazar Pani Ki Tanki,,22.72838,75.85157,,,0,,Asia/Kolkata,0,,,
4190,4190,Sadar Bazar,Sadar Bazar,,22.7255,75.85272,,,0,,Asia/Kolkata,0,,,
4191,4191,Shree Krishna Talkies/ Krishnapura Pul_2,Shree Krishna Talkies/ Krishnapura Pul_2,,22.71931,75.85878,,,0,,Asia/Kolkata,0,,,
4192,4192,Chouthi Paltan,Chouthi Paltan,,22.72271,75.84841,,,0,,Asia/Kolkata,0,,,
4193,4193,Shri Pandharinath Mandir_1,Shri Pandharinath Mandir_1,,22.71356,75.85655,,,0,,Asia/Kolkata,0,,,
4194,4194,Chandan Nagar,Chandan Nagar,,22.70725,75.82426,,,0,,Asia/Kolkata,0,,,
4195,4195,Apollo DB City,Apollo DB City,,22.75847,75.9217,,,0,,Asia/Kolkata,0,,,
4196,4196,Jain Nursery,Jain Nursery,,22.7595,75.89802,,,0,,Asia/Kolkata,0,,,
4197,4197,Fortune Hotel,Fortune Hotel,,22.75344,75.88469,,,0,,Asia/Kolkata,0,,,
4198,4198,Mangal City,Mangal City,,22.75132,75.8963,,,0,,Asia/Kolkata,0,,,
4199,4199,Shikshak Nagar,Shikshak Nagar,,22.72429,75.82648,,,0,,Asia/Kolkata,0,,,
4200,4200,Sai Dwar,Sai Dwar,,22.68657,75.82475,,,0,,Asia/Kolkata,0,,,
4201,4201,Nandlalpura,Nandlalpura,,22.71643,75.85815,,,0,,Asia/Kolkata,0,,,
4202,4202,Narsingh Chouraha,Narsingh Chouraha,,22.71559,75.84937,,,0,,Asia/Kolkata,0,,,
4203,4203,M.T.H._1,M.T.H._1,,22.71984,75.86429,,,0,,Asia/Kolkata,0,,,
4204,4204,Saifee Hotel,Saifee Hotel,,22.71611,75.864,,,0,,Asia/Kolkata,0,,,
4205,4205,Sanjay Setu_2,Sanjay Setu_2,,22.71645,75.86005,,,0,,Asia/Kolkata,0,,,
4206,4206,Star Square,Star Square,,22.74625,75.92285,,,0,,Asia/Kolkata,0,,,
4207,4207,Indraprastha / 56 Dukan,Indraprastha / 56 Dukan,,22.7271,75.88345,,,0,,Asia/Kolkata,0,,,
4208,4208,Navneet Tower,Navneet Tower,,22.72543,75.89196,,,0,,Asia/Kolkata,0,,,
4209,4209,Haji Colony,Haji Colony,,22.7413,75.91878,,,0,,Asia/Kolkata,0,,,
4210,4210,Venktesh Gate,Venktesh Gate,,22.69582,75.83067,,,0,,Asia/Kolkata,0,,,
4214,4214,Nath Mandir,Nath Mandir,,22.72108,75.87584,,,0,,Asia/Kolkata,0,,,
4216,4216,Suryadev Nagar,Suryadev Nagar,,22.58904,75.87184,,,0,,Asia/Kolkata,0,,,
4218,4218,Suryadev Nagar,Suryadev Nagar,,22.68017,75.82067,,,0,,Asia/Kolkata,0,,,
4222,4222,Nagar Nigam Depot_2,Nagar Nigam Depot_2,,22.72445,75.85892,,,0,,Asia/Kolkata,0,,,
4223,4223,Malviya Pump,Malviya Pump,,22.74856,75.90341,,,0,,Asia/Kolkata,0,,,
4224,4224,Pharmacy,Pharmacy,,22.68448,75.879,,,0,,Asia/Kolkata,0,,,
4225,4225,M R-10 Toll Plaza,M R-10 Toll Plaza,,22.77568,75.8603,,,0,,Asia/Kolkata,0,,,
4226,4226,B C School,B C School,,22.73232,75.80077,,,0,,Asia/Kolkata,0,,,
4227,4227,Nai Sadak,Nai Sadak,,22.76691,75.89983,,,0,,Asia/Kolkata,0,,,
4229,4229,Luv Kush Supermarket,Luv Kush Supermarket,,22.79522,75.84719,,,0,,Asia/Kolkata,0,,,
4232,4232,Baank,Baank,,22.70107,75.80219,,,0,,Asia/Kolkata,0,,,
4233,4233,Riverside_1,Riverside_1,,22.71907,75.85896,,,0,,Asia/Kolkata,0,,,
4234,4234,Riverside_2,Riverside_2,,22.71993,75.85974,,,0,,Asia/Kolkata,0,,,
4235,4235,Mhow Naka City Bus,Mhow Naka City Bus,,22.70537,75.84432,,,0,,Asia/Kolkata,0,,,
4236,4236,Musakhedi Mandi,Musakhedi Mandi,,22.69325,75.89707,,,0,,Asia/Kolkata,0,,,
4237,4237,Narmada Project,Narmada Project,,22.69627,75.89328,,,0,,Asia/Kolkata,0,,,
4247,4247,Sarwate Bus Stand,Sarwate Bus Stand,,22.71381,75.8686,,,0,,Asia/Kolkata,0,,,
4248,4248,Nayta Mundla Bypass,Nayta Mundla Bypass,,22.6651,75.91563,,,0,,Asia/Kolkata,0,,,
4249,4249,Kampel,Kampel,,22.62041,76.04865,,,0,,Asia/Kolkata,0,,,
4250,4250,Hatod,Hatod,,22.79406,75.74192,,,0,,Asia/Kolkata,0,,,
4252,4252,Bicholi Hapsi,Bicholi Hapsi,,22.71583,75.93964,,,0,,Asia/Kolkata,0,,,
4254,4254,Mahak Vatika,Mahak Vatika,,22.74068,75.90703,,,0,,Asia/Kolkata,0,,,
4255,4255,Kanadiya Gram,Kanadiya Gram,,22.73535,75.96719,,,0,,Asia/Kolkata,0,,,
4256,4256,Nayta Mundla,Nayta Mundla,,22.66952,75.9103,,,0,,Asia/Kolkata,0,,,
4257,4257,Silver City,Silver City,,22.65987,75.91095,,,0,,Asia/Kolkata,0,,,
4258,4258,RTO Office,RTO Office,,22.67331,75.90682,,,0,,Asia/Kolkata,0,,,
4259,4259,Shubh City,Shubh City,,22.67853,75.89975,,,0,,Asia/Kolkata,0,,,
4260,4260,Tejaji Chowk,Tejaji Chowk,,22.68146,75.89518,,,0,,Asia/Kolkata,0,,,
4261,4261,Pipliyahana Gram,Pipliyahana Gram,,22.70741,75.9003,,,0,,Asia/Kolkata,0,,,
4262,4262,Agriculture College,Agriculture College,,22.70951,75.89095,,,0,,Asia/Kolkata,0,,,
4263,4263,Roberts Nursing Home,Roberts Nursing Home,,22.71014,75.88842,,,0,,Asia/Kolkata,0,,,
4264,4264,Pink City,Pink City,,22.69958,75.90671,,,0,,Asia/Kolkata,0,,,
4265,4265,Simrol,Simrol,,22.5392,75.91245,,,0,,Asia/Kolkata,0,,,
4266,4266,IIT Simrol,IIT Simrol,,22.52974,75.91229,,,0,,Asia/Kolkata,0,,,
4267,4267,Lakhani Bypass,Lakhani Bypass,,22.68046,75.92071,,,0,,Asia/Kolkata,0,,,
4268,4268,Ujjaini,Ujjaini,,22.64482,75.9979,,,0,,Asia/Kolkata,0,,,
4269,4269,White Church,White Church,,22.71112,75.88412,,,0,,Asia/Kolkata,0,,,
4270,4270,Swarn Bagh,Swarn Bagh,,22.7353,75.90126,,,0,,Asia/Kolkata,0,,,
4271,4271,Nath Mandir 1,Nath Mandir 1,,22.72108,75.87584,,,0,,Asia/Kolkata,0,,,
4305,4305,Ram Bagh,Ram Bagh,,31.6359,74.87983,,,0,,Asia/Kolkata,0,,,
4314,4314,Agrasen Chauraha,Agrasen Chauraha,,22.70368,75.87329,,,0,,Asia/Kolkata,0,,,
4315,4315,Sapna Sangeeta,Sapna Sangeeta,,22.69971,75.86739,,,0,,Asia/Kolkata,0,,,
4316,4316,Reti Mandi Chouraha,Reti Mandi Chouraha,,22.66381,75.82298,,,0,,Asia/Kolkata,0,,,
4317,4317,D-Mart,D-Mart,,22.66652,75.8232,,,0,,Asia/Kolkata,0,,,
4318,4318,Krishna Nagar,Krishna Nagar,,22.67175,75.82383,,,0,,Asia/Kolkata,0,,,
4319,4319,Paraspar Nagar,Paraspar Nagar,,22.67568,75.82553,,,0,,Asia/Kolkata,0,,,
4320,4320,Narmada Chouraha,Narmada Chouraha,,22.67381,75.82438,,,0,,Asia/Kolkata,0,,,
4321,4321,Siddhipuram,Siddhipuram,,22.67964,75.82897,,,0,,Asia/Kolkata,0,,,
4322,4322,Greater Vaishali,Greater Vaishali,,22.68378,75.83066,,,0,,Asia/Kolkata,0,,,
4325,4325,Baneshwari Kund,Baneshwari Kund,,22.7475,75.84991,,,0,,Asia/Kolkata,0,,,
4326,4326,Indorama Pithampur Sector III,Indorama Pithampur Sector III,,22.63812,75.5815,,,0,,Asia/Kolkata,0,,,
4327,4327,CAT,CAT,,22.66941,75.81457,,,0,,Asia/Kolkata,0,,,
4328,4328,Dwarkapuri,Dwarkapuri,,22.69245,75.82613,,,0,,Asia/Kolkata,0,,,
4329,4329,Airport Gate,Airport Gate,,22.7292,75.80718,,,0,,Asia/Kolkata,0,,,
4330,4330,Ramkrishna Hospital,Ramkrishna Hospital,,22.72996,75.8102,,,0,,Asia/Kolkata,0,,,
4331,4331,Patel Nagar,Patel Nagar,,22.72387,75.8282,,,0,,Asia/Kolkata,0,,,
4332,4332,BAL VINAY MANDIR/ NEHRU PARK RAILWAY STATION,BAL VINAY MANDIR/ NEHRU PARK RAILWAY STATION,,22.72489,75.8691,,,0,,Asia/Kolkata,0,,,
4333,4333,Harsiddhi ,Harsiddhi ,,22.71291,75.85606,,,0,,Asia/Kolkata,0,,,
4337,4337,Siddhivinayak hospital,Siddhivinayak hospital,,22.7297,75.9033,,,0,,Asia/Kolkata,0,,,
4338,4338,Biyabani,Biyabani,,22.71169,75.84197,,,0,,Asia/Kolkata,0,,,
4341,4341,Yashwant Plaza,Yashwant Plaza,,22.7191,75.86917,,,0,,Asia/Kolkata,0,,,
4343,4343,Sewa Kunj,Sewa Kunj,,22.74032,75.97398,,,0,,Asia/Kolkata,0,,,
4344,4344,Karuna Sagar,Karuna Sagar,,22.73469,75.95199,,,0,,Asia/Kolkata,0,,,
4345,4345,Spring Valley School,Spring Valley School,,22.73069,75.9403,,,0,,Asia/Kolkata,0,,,
4346,4346,Kanadiya Thana,Kanadiya Thana,,22.7296,75.937,,,0,,Asia/Kolkata,0,,,
4347,4347,Janta Colony,Janta Colony,,22.7218,75.84231,,,0,,Asia/Kolkata,0,,,
4348,4348,Nav Factory,Nav Factory,,22.73473,75.96065,,,0,,Asia/Kolkata,0,,,
4349,4349,Nirmal Dham,Nirmal Dham,,22.73462,75.95341,,,0,,Asia/Kolkata,0,,,
4351,4351,Mukti Dham,Mukti Dham,,22.73957,75.87127,,,0,,Asia/Kolkata,0,,,
4352,4352,Kankeshwari Mata Mandir,Kankeshwari Mata Mandir,,22.74816,75.8691,,,0,,Asia/Kolkata,0,,,
4354,4354,Tata Tower & Godown,Tata Tower & Godown,,22.79007,75.90733,,,0,,Asia/Kolkata,0,,,
4355,4355,Talawali Chanda Panchayat,Talawali Chanda Panchayat,,22.80197,75.91471,,,0,,Asia/Kolkata,0,,,
4356,4356,Hanuman Mandir Mangliya,Hanuman Mandir Mangliya,,22.80957,75.92023,,,0,,Asia/Kolkata,0,,,
4357,4357,Mangliya Gao,Mangliya Gao,,22.81773,75.9264,,,0,,Asia/Kolkata,0,,,
4358,4358,Indian Oil Petrol Pump,Indian Oil Petrol Pump,,22.82512,75.93248,,,0,,Asia/Kolkata,0,,,
4359,4359,Ruchi Soya,Ruchi Soya,,22.80491,75.91689,,,0,,Asia/Kolkata,0,,,
4361,4361,Chameli Devi School,Chameli Devi School,,22.67685,75.83788,,,0,,Asia/Kolkata,0,,,
4364,4364,Umrikheda,Umrikheda,,22.6063,75.89167,,,0,,Asia/Kolkata,0,,,
4366,4366,Kelod Kartal(Lotus garden),Kelod Kartal(Lotus garden),,22.63011,75.88751,,,0,,Asia/Kolkata,0,,,
4367,4367,MPPT,MPPT,,22.62387,75.88641,,,0,,Asia/Kolkata,0,,,
4368,4368,Jairam Toll Kanta,Jairam Toll Kanta,,22.68395,75.91371,,,0,,Asia/Kolkata,0,,,
4369,4369,Babul Nagar,Babul Nagar,,22.68772,75.89447,,,0,,Asia/Kolkata,0,,,
4370,4370,Udhyog Nagar,Udhyog Nagar,,22.68678,75.9067,,,0,,Asia/Kolkata,0,,,
4371,4371,Trenching Ground Indore,Trenching Ground Indore,,22.67837,75.92474,,,0,,Asia/Kolkata,0,,,
4372,4372,Deoguradiya Temple,Deoguradiya Temple,,22.67399,75.93444,,,0,,Asia/Kolkata,0,,,
4373,4373,Sanawadiya,Sanawadiya,,22.65636,75.94163,,,0,,Asia/Kolkata,0,,,
4374,4374,Jamniya Khurd,Jamniya Khurd,,22.63973,75.96125,,,0,,Asia/Kolkata,0,,,
4375,4375,Rajdhara,Rajdhara,,22.63714,75.97479,,,0,,Asia/Kolkata,0,,,
4376,4376,Mundla,Mundla,,22.633,75.99139,,,0,,Asia/Kolkata,0,,,
4377,4377,Pivday,Pivday,,22.62323,76.0283,,,0,,Asia/Kolkata,0,,,
4378,4378,Palhar Nagar Water Tank,Palhar Nagar Water Tank,,22.72829,75.83026,,,0,,Asia/Kolkata,0,,,
4382,4382,Super Corridor,Super Corridor,,22.73544,75.79558,,,0,,Asia/Kolkata,0,,,
4383,4383,Bhairav Baba Mandir,Bhairav Baba Mandir,,22.75735,75.76962,,,0,,Asia/Kolkata,0,,,
4384,4384,Budhaniya,Budhaniya,,22.77079,75.7649,,,0,,Asia/Kolkata,0,,,
4385,4385,Pitra Parvat,Pitra Parvat,,22.754,75.77168,,,0,,Asia/Kolkata,0,,,
4386,4386,Akashwani Kendra,Akashwani Kendra,,22.6464,75.81923,,,0,,Asia/Kolkata,0,,,
4387,4387,GOMATGIRI TEMPLE,GOMATGIRI TEMPLE,,22.7457,75.77553,,,0,,Asia/Kolkata,0,,,
4388,4388,GOVT. SCHOOL GANDHI NAGAR,GOVT. SCHOOL GANDHI NAGAR,,22.74852,75.7749,,,0,,Asia/Kolkata,0,,,
4389,4389,ADVANCED ACADEMY,ADVANCED ACADEMY,,22.75126,75.92542,,,0,,Asia/Kolkata,0,,,
4390,4390,IIM Indore,IIM Indore,,22.63151,75.7918,,,0,,Asia/Kolkata,0,,,
4391,4391,Morod,Morod,,22.62164,75.86781,,,0,,Asia/Kolkata,0,,,
4392,4392,Chameli Devi Clg,Chameli Devi Clg,,22.61529,75.88765,,,0,,Asia/Kolkata,0,,,
4393,4393,Shell City,Shell City,,22.56207,75.90468,,,0,,Asia/Kolkata,0,,,
4394,4394,Swami Vivekanand Clg,Swami Vivekanand Clg,,22.5967,75.89627,,,0,,Asia/Kolkata,0,,,
4395,4395,Sapera Colony,Sapera Colony,,22.60906,75.89037,,,0,,Asia/Kolkata,0,,,
4396,4396,Kanad,Kanad,,22.57156,75.90339,,,0,,Asia/Kolkata,0,,,
4397,4397,9 Mil,9 Mil,,22.58064,75.90151,,,0,,Asia/Kolkata,0,,,
4417,4417,HEERA NAGAR THANA,HEERA NAGAR THANA,,22.75906,75.87479,,,0,,Asia/Kolkata,0,,,
4424,4424,PANDHARINATH THANA,PANDHARINATH THANA,,22.7143,75.8563,,,0,,Asia/Kolkata,0,,,
4433,4433,IIT Simrol Gate No - 2,IIT Simrol Gate No - 2,,22.51903,75.91524,,,0,,Asia/Kolkata,0,,,
4435,4435,Rau Rangwasa Chauraha,Rau Rangwasa Chauraha,,22.63903,75.80693,,,0,,Asia/Kolkata,0,,,
4436,4436,Shiv Chowk Rangwasa,Shiv Chowk Rangwasa,,22.64447,75.78835,,,0,,Asia/Kolkata,0,,,
4437,4437,Surya Mandir,Surya Mandir,,22.65822,75.8064,,,0,,Asia/Kolkata,0,,,
4438,4438,Treasure Fantasy,Treasure Fantasy,,22.65694,75.80611,,,0,,Asia/Kolkata,0,,,
4439,4439,NaidunIa,NaidunIa,,22.64902,75.80682,,,0,,Asia/Kolkata,0,,,
4440,4440,Govt. College Rau,Govt. College Rau,,22.63977,75.80426,,,0,,Asia/Kolkata,0,,,
4441,4441,Mangliya Toll Naka,Mangliya Toll Naka,,22.82724,75.93415,,,0,,Asia/Kolkata,0,,,
4444,4444,Shree Vinayak Colony,Shree Vinayak Colony,,22.68066,75.93199,,,0,,Asia/Kolkata,0,,,
4447,4447,Bicholi Mardana,Bicholi Mardana,,22.6989,75.92823,,,0,,Asia/Kolkata,0,,,
4448,4448,Bypass,Bypass,,22.70112,75.92634,,,0,,Asia/Kolkata,0,,,
4449,4449,Agrawal Public School,Agrawal Public School,,22.70314,75.91824,,,0,,Asia/Kolkata,0,,,
4450,4450,Tigariya Badshah,Tigariya Badshah,,22.76223,75.82946,,,0,,Asia/Kolkata,0,,,
4451,4451,Shivalik Parisar,Shivalik Parisar,,22.67559,75.94032,,,0,,Asia/Kolkata,0,,,
4459,4459,Shiv Nagar,Shiv Nagar,,22.68512,75.91005,,,0,,Asia/Kolkata,0,,,
4460,4460,Kalindi,Kalindi,,22.68683,75.93041,,,0,,Asia/Kolkata,0,,,
4461,4461,Mahima Smart City,Mahima Smart City,,22.75657,75.79834,,,0,,Asia/Kolkata,0,,,
4462,4462,Bada Bangarda,Bada Bangarda,,22.75843,75.79431,,,0,,Asia/Kolkata,0,,,
4463,4463,Manushree Nagar,Manushree Nagar,,22.73294,75.81547,,,0,,Asia/Kolkata,0,,,
4466,4466,Bohra Colony,Bohra Colony,,22.74604,75.8011,,,0,,Asia/Kolkata,0,,,
4467,4467,Bangarda Road,Bangarda Road,,22.75334,75.8037,,,0,,Asia/Kolkata,0,,,
4468,4468,TCS Square,TCS Square,,22.77251,75.81971,,,0,,Asia/Kolkata,0,,,
4469,4469,Infosys Company,Infosys Company,,22.75971,75.80857,,,0,,Asia/Kolkata,0,,,
4470,4470,Super Corridor Bridge,Super Corridor Bridge,,22.78599,75.83605,,,0,,Asia/Kolkata,0,,,
4471,4471,Residency Area,Residency Area,,22.70436,75.88607,,,0,,Asia/Kolkata,0,,,
4474,4474,Eicher Chouraha,Eicher Chouraha,,22.61107,75.67722,,,0,,Asia/Kolkata,0,,,
4475,4475,Sagour Kuti,Sagour Kuti,,22.6293,75.61344,,,0,,Asia/Kolkata,0,,,
4476,4476,A P J Abdul Kalam University,A P J Abdul Kalam University,,22.79588,75.93319,,,0,,Asia/Kolkata,0,,,
4477,4477,Balaji Enclave,Balaji Enclave,,22.79679,75.92822,,,0,,Asia/Kolkata,0,,,
4478,4478,Casa Green Township,Casa Green Township,,22.79763,75.92058,,,0,,Asia/Kolkata,0,,,
4479,4479,Ansal Town,Ansal Town,,22.79758,75.91797,,,0,,Asia/Kolkata,0,,,
4480,4480,Talawali Chanda,Talawali Chanda,,22.79839,75.91219,,,0,,Asia/Kolkata,0,,,
4481,4481,Index Medical College,Index Medical College,,22.68164,76.05086,,,0,,Asia/Kolkata,0,,,
4482,4482,Devguradiya,Devguradiya,,22.6755,75.93377,,,0,,Asia/Kolkata,0,,,
4483,4483,Dudhia,Dudhia,,22.67625,75.94377,,,0,,Asia/Kolkata,0,,,
4484,4484,Khudel,Khudel,,22.68832,76.02612,,,0,,Asia/Kolkata,0,,,
4485,4485,BSF Colony,BSF Colony,,22.76766,75.76494,,,0,,Asia/Kolkata,0,,,
4486,4486,Luv Kush/ Super Corridor,Luv Kush/ Super Corridor,,22.78985,75.84645,,,0,,Asia/Kolkata,0,,,
4487,4487,Kundan Nagar,Kundan Nagar,,22.67626,75.81845,,,0,,Asia/Kolkata,0,,,
4488,4488,California City,California City,,22.74521,75.98173,,,0,,Asia/Kolkata,0,,,
4496,4496,Trimala Pride,Trimala Pride,,22.77829,75.87501,,,0,,Asia/Kolkata,0,,,
4497,4497,Bhangarh Square,Bhangarh Square,,22.77391,75.87368,,,0,,Asia/Kolkata,0,,,
4498,4498,Vaishnav College,Vaishnav College,,22.82474,75.85019,,,0,,Asia/Kolkata,0,,,
