shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
5808,22.73908,75.79089,9,0
5808,22.73544,75.79558,10,0
5808,22.74604,75.8011,11,0
5808,22.75334,75.8037,12,0
5808,22.75971,75.80857,13,0
5808,22.77251,75.81971,14,0
5808,22.78599,75.83605,15,0
5808,22.78996,75.84743,16,0
5808,22.79788,75.8473,17,0
5808,22.78985,75.84645,18,0
5808,22.7795,75.85702,19,0
5808,22.77568,75.8603,20,0
5808,22.76108,75.87496,21,0
5808,22.75561,75.87815,22,0
5808,22.75277,75.88781,23,0
5808,22.75202,75.89107,24,0
5808,22.75103,75.89499,25,0
5808,22.75532,75.89702,26,0
5808,22.75361,75.90408,27,0
5808,22.75374,75.90734,28,0
5808,22.75285,75.91879,29,0
5808,22.75223,75.92148,30,0
5808,22.75847,75.9217,31,0
5809,22.70537,75.84432,1,0
5809,22.70538,75.84605,2,0
5809,22.70685,75.85,3,0
5809,22.70837,75.85452,4,0
5809,22.71342,75.85589,5,0
5809,22.71626,75.85539,6,0
5809,22.71842,75.85562,7,0
5809,22.71993,75.85927,8,0
5809,22.71989,75.86331,9,0
5809,22.71976,75.86529,10,0
5809,22.71768,75.86885,11,0
5809,22.71381,75.8686,12,0
5809,22.71397,75.87477,13,0
5809,22.71371,75.87587,14,0
5809,22.71262,75.8795,15,0
5809,22.71079,75.88315,16,0
5809,22.70436,75.88607,17,0
5809,22.70066,75.88506,18,0
5809,22.69931,75.87791,19,0
5810,22.63812,75.5815,1,0
5810,22.6293,75.61344,2,0
5810,22.61107,75.67722,3,0
5810,22.63151,75.7918,4,0
5810,22.63903,75.80693,5,0
5810,22.66941,75.81457,6,0
5810,22.67021,75.83235,7,0
5810,22.67169,75.83487,8,0
5810,22.68264,75.85727,9,0
5810,22.69268,75.86781,10,0
5810,22.7014,75.87736,11,0
5810,22.71296,75.87857,12,0
5810,22.71768,75.86885,13,0
